id_mun,combate_hambre,combate_hambre_y_leche,beneficiarios,mun,porcentaje_pea,poblacion_pea,porc_programa_hambre,cobertura_prog_hambre,cobertura_programas,cobertura_prog_hambre_y_leche
14066,2311,2359,2913,Poncitlán,19.68785,8980,0.79334021,0.25734967,0.32438752,0.26269487
14067,1568,3018,3946,Puerto Vallarta,5.11162,12042,0.39736441,0.13021092,0.32768643,0.25062281
14068,588,603,708,Villa Purificación,12.81699,1772,0.83050847,0.33182845,0.39954853,0.34029347
14069,171,171,199,Quitupan,11.53973,1284,0.8592965,0.13317756,0.15498443,0.13317756
14070,3190,4020,4824,El Salto,6.79198,8328,0.66127694,0.38304514,0.57925069,0.48270893
14071,162,163,237,San Cristóbal de la Barranca,9.04152,342,0.68354428,0.47368422,0.69298244,0.47660819
14072,286,286,298,San Diego de Alejandría,5.94765,311,0.95973152,0.91961414,0.95819938,0.91961414
14073,344,345,422,San Juan de los Lagos,6.88598,4053,0.81516588,0.084875397,0.1041204,0.085122131
14074,323,323,374,San Julián,4.99869,627,0.86363637,0.5151515,0.59649122,0.5151515
14075,76,76,91,San Marcos,6.73948,224,0.83516484,0.3392857,0.40625,0.3392857
14076,146,150,162,San Martín de Bolaños,6.07803,220,0.90123457,0.66363639,0.73636365,0.68181819
14077,809,810,908,San Martín Hidalgo,3.59027,953,0.89096916,0.84889823,0.95278066,0.84994751
14078,305,305,331,San Miguel el Alto,10.90072,3726,0.92145014,0.081857219,0.08883521,0.081857219
14079,190,207,345,Gómez Farías,7.84946,889,0.55072463,0.21372329,0.38807648,0.23284589
14080,179,180,229,San Sebastián del Oeste,3.91451,283,0.78165936,0.63250881,0.80918729,0.63604242
14081,127,128,146,Santa María de los Ángeles,4.14864,182,0.86986303,0.69780219,0.80219781,0.70329672
14082,482,489,598,Sayula,4.71386,1248,0.80602008,0.38621795,0.47916666,0.39182693
14083,1337,1373,1526,Tala,3.12713,2021,0.87614679,0.66155368,0.75507176,0.67936665
14084,455,460,495,Talpa de Allende,12.36318,1832,0.9191919,0.24836245,0.2701965,0.25109169
14085,909,916,1033,Tamazula de Gordiano,4.36963,1641,0.87996125,0.55393052,0.62949419,0.55819625
14086,445,460,510,Tapalpa,10.02523,1856,0.872549,0.23976293,0.27478448,0.24784483
14087,378,417,473,Tecalitlán,13.52658,2213,0.79915434,0.17080885,0.21373701,0.18843199
14088,611,611,662,Tecolotlán,6.15999,869,0.9229607,0.703107,0.76179516,0.703107
14089,24,25,29,Techaluta de Montenegro,4.51857,169,0.82758623,0.14201184,0.17159763,0.147929
14090,435,435,517,Tenamaxtlán,5.39858,336,0.84139264,1.2946428,1.5386904,1.2946428
14091,441,441,563,Teocaltiche,12.80392,4892,0.78330374,0.090147182,0.11508586,0.090147182
14092,282,292,310,Teocuitatlán de Corona,5.90048,693,0.90967745,0.40692639,0.44733045,0.42135641
14093,837,837,1037,Tepatitlán de Morelos,2.83194,3980,0.80713594,0.2103015,0.26055276,0.2103015
14094,1295,1329,1547,Tequila,8.33856,3033,0.83710408,0.42697001,0.51005608,0.43818003
14095,151,157,190,Teuchitlán,3.47684,364,0.79473686,0.41483516,0.52197802,0.43131867
14096,369,380,429,Tizapán el Alto,9.58315,1586,0.86013985,0.23266079,0.27049181,0.23959647
14097,20504,21157,22382,Tlajomulco de Zúñiga,3.54545,16713,0.91609329,1.2268294,1.339197,1.2659009
14098,21479,22595,24726,Tlaquepaque,4.19655,24616,0.86868072,0.87256259,1.0044687,0.91789895
14099,510,524,627,Tolimán,8.26158,780,0.81339711,0.65384614,0.80384618,0.67179489
14100,1449,1454,1787,Tomatlán,12.44644,4504,0.81085616,0.32171404,0.39675844,0.32282415
14101,18648,19312,21107,Tonalá,4.46261,20760,0.88349837,0.8982659,1.0167148,0.93025047
14102,113,117,148,Tonaya,2.38217,135,0.76351351,0.83703703,1.0962963,0.86666667
14103,227,229,259,Tonila,5.46415,358,0.87644786,0.6340782,0.72346371,0.63966483
14104,100,124,206,Totatiche,4.68891,325,0.48543689,0.30769232,0.63384616,0.38153845
14105,650,650,730,Tototlán,5.99349,1344,0.89041096,0.48363096,0.54315478,0.48363096
14106,301,303,349,Tuxcacuesco,5.34615,241,0.86246419,1.2489626,1.4481328,1.2572614
14107,280,280,292,Tuxcueca,6.3639,369,0.95890409,0.7588076,0.79132789,0.7588076
14108,492,521,702,Tuxpan,9.80032,2861,0.70085472,0.17196785,0.24536875,0.18210416
14109,598,598,694,Unión de San Antonio,10.47135,2217,0.86167145,0.26973388,0.31303564,0.26973388
14110,557,596,897,Unión de Tula,4.17321,533,0.62095875,1.0450281,1.6829268,1.1181989
14111,109,109,204,Valle de Guadalupe,3.74619,225,0.53431374,0.48444444,0.9066667,0.48444444
14112,163,163,198,Valle de Juárez,7.82151,461,0.82323235,0.35357916,0.42950109,0.35357916
14113,518,530,603,San Gabriel,5.22317,768,0.85903811,0.67447919,0.78515625,0.69010419
14114,504,504,681,Villa Corona,5.16916,673,0.74008811,0.74888557,1.0118871,0.74888557
14115,319,328,392,Villa Guerrero,15.39524,636,0.81377554,0.50157231,0.6163522,0.51572329
14116,135,135,206,Villa Hidalgo,4.7311,664,0.65533978,0.20331325,0.31024095,0.20331325
14117,63,63,71,Cañadas de Obregón,5.26817,176,0.88732392,0.35795453,0.40340909,0.35795453
14118,264,264,305,Yahualica de González Gallo,9.91889,2304,0.86557376,0.11458334,0.13237847,0.11458334
14119,291,294,409,Zacoalco de Torres,5.55675,1287,0.71149147,0.22610722,0.31779331,0.22843823
14120,25623,27544,31484,Zapopan,1.94606,25200,0.81384194,1.0167857,1.2493651,1.0930159
14121,210,241,347,Zapotiltic,2.94948,687,0.6051873,0.30567685,0.50509459,0.35080057
14122,219,233,321,Zapotitlán de Vadillo,17.42248,1627,0.68224299,0.13460356,0.19729564,0.14320835
14123,517,517,624,Zapotlán del Rey,6.32487,1313,0.82852566,0.39375475,0.47524753,0.39375475
14124,1406,1496,1843,Zapotlanejo,8.98114,5706,0.76288658,0.24640729,0.32299334,0.26218015
14125,4,4,4,San Ignacio Cerro Gordo,12.17248,2314,1,0.0017286085,0.0017286085,0.0017286085
15001,6607,6890,8327,Acambay,26.30768,13583,0.79344302,0.48641685,0.61304569,0.50725174
15002,863,1837,2369,Acolman,4.76942,7579,0.36428872,0.11386727,0.31257421,0.24238026
15003,1698,1758,2276,Aculco,13.62985,7300,0.74604571,0.23260275,0.31178081,0.24082191
15004,578,622,744,Almoloya de Alquisiras,20.90349,2122,0.77688169,0.27238455,0.35061264,0.2931197
15005,7110,7232,8632,Almoloya de Juárez,10.80558,15336,0.82367933,0.46361503,0.56285864,0.47157016
15006,127,133,142,Almoloya del Río,4.09492,348,0.8943662,0.36494252,0.40804598,0.38218391
15007,403,464,741,Amanalco,20.46631,3501,0.54385966,0.11510997,0.21165381,0.13253357
15008,917,1050,1472,Amatepec,20.81291,4176,0.62296194,0.21958812,0.35249043,0.25143677
15009,1139,1181,1457,Amecameca,7.36527,3011,0.78174329,0.37827966,0.48389238,0.39222848
15010,1003,1091,1185,Apaxco,10.43616,2492,0.84641349,0.40248796,0.47552168,0.43780097
15011,889,1116,1619,Atenco,11.44121,5194,0.54910439,0.17115903,0.31170583,0.2148633
15012,79,85,98,Atizapán,16.43544,1438,0.80612242,0.054937415,0.068150207,0.059109874
15013,7054,7456,8113,Atizapán de Zaragoza,3.12957,16802,0.86946875,0.41983098,0.48285919,0.4437567
15014,1708,2084,3555,Atlacomulco,11.62479,10116,0.48045006,0.16884144,0.3514235,0.20601028
15015,1917,2028,2170,Atlautla,20.65849,3953,0.88341016,0.48494813,0.54895014,0.51302809
15016,879,986,1270,Axapusco,11.07578,2470,0.69212598,0.35587046,0.51417005,0.39919028
15017,153,184,222,Ayapango,7.05041,688,0.6891892,0.22238372,0.32267442,0.26744187
15018,982,1100,1191,Calimaya,10.05457,5279,0.82451719,0.18602008,0.22561091,0.2083728
15019,416,470,538,Capulhuac,8.85783,2089,0.77323419,0.19913834,0.25753948,0.22498803
15020,447,1270,1577,Coacalco de Berriozábal,1.72586,5596,0.28344959,0.079878487,0.28180844,0.22694781
15021,826,903,1129,Coatepec Harinas,14.53443,4933,0.73162091,0.16744375,0.22886682,0.18305291
15022,177,188,209,Cocotitlán,3.90132,589,0.84688997,0.30050933,0.3548387,0.31918505
15023,462,498,518,Coyotepec,10.34215,4446,0.8918919,0.10391363,0.11650922,0.1120108
15024,383,469,553,Cuautitlán,2.14357,3519,0.69258589,0.10883774,0.15714692,0.13327649
15025,13561,15350,17354,Chalco,10.37103,22823,0.7814337,0.5941813,0.76037329,0.67256713
15026,1126,1193,1396,Chapa de Mota,17.27246,4138,0.80659026,0.27211213,0.33736104,0.28830352
15027,101,194,332,Chapultepec,4.4056,575,0.30421686,0.17565218,0.57739133,0.33739132
15028,243,291,398,Chiautla,7.61075,1707,0.61055279,0.14235501,0.23315759,0.17047451
15029,3251,3904,4379,Chicoloapan,6.52589,12386,0.74240696,0.26247376,0.35354432,0.31519458
15030,220,291,425,Chiconcuac,6.9639,1389,0.51764709,0.15838733,0.30597553,0.20950323
15031,12906,14506,16791,Chimalhuacán,12.01743,50122,0.76862603,0.25749171,0.3350026,0.28941384
15032,1037,1123,1511,Donato Guerra,32.52018,7798,0.68630046,0.13298282,0.19376764,0.14401129
15033,13066,15866,17798,Ecatepec de Morelos,5.62577,99754,0.7341274,0.13098222,0.1784189,0.15905127
15034,108,112,119,Ecatzingo,22.72194,1406,0.90756303,0.076813653,0.084637269,0.079658605
15035,1560,2126,2574,Huehuetoca,5.50843,6298,0.60606062,0.24769768,0.40870118,0.33756748
15036,957,1191,1524,Hueypoxtla,14.18956,4113,0.62795275,0.23267688,0.37053245,0.28956965
15037,2100,2809,3392,Huixquilucan,4.00207,10555,0.61910379,0.19895785,0.32136428,0.26612979
15038,352,366,437,Isidro Fabela,7.13635,841,0.80549198,0.41854936,0.51961952,0.43519619
15039,18891,19653,21064,Ixtapaluca,4.71813,26984,0.89683819,0.70008153,0.78061074,0.72832048
15040,808,851,1024,Ixtapan de la Sal,13.99554,4081,0.7890625,0.19799069,0.2509189,0.20852733
15041,1058,1139,1482,Ixtapan del Oro,31.42696,1587,0.71390015,0.66666669,0.93383741,0.71770638
15042,6114,6221,7503,Ixtlahuaca,22.71061,27585,0.81487405,0.2216422,0.27199566,0.22552112
15043,534,568,617,Xalatlaco,15.10438,3514,0.8654781,0.15196358,0.17558338,0.16163915
15044,358,389,417,Jaltenco,4.74925,1263,0.85851318,0.28345209,0.33016628,0.30799684
15045,3050,3233,3916,Jilotepec,14.32718,12310,0.77885598,0.24776605,0.31811535,0.26263201
15046,569,600,702,Jilotzingo,7.63755,1336,0.81054133,0.42589819,0.5254491,0.44910181
15047,3736,3958,4767,Jiquipilco,22.12458,12610,0.78372145,0.29627278,0.37803331,0.31387788
15048,833,1241,2016,Jocotitlán,10.17531,5663,0.41319445,0.14709517,0.35599506,0.2191418
15049,102,110,150,Joquicingo,12.17738,1239,0.68000001,0.082324453,0.12106538,0.088781275
15050,1962,2028,2154,Juchitepec,12.10214,2308,0.91086352,0.85008663,0.93327558,0.87868285
15051,1189,1833,3082,Lerma,10.3013,12194,0.38578844,0.09750697,0.25274727,0.15031983
15052,295,354,436,Malinalco,18.36024,4704,0.67660552,0.062712587,0.092687078,0.075255103
15053,570,644,731,Melchor Ocampo,7.55253,4011,0.77975374,0.1421092,0.18224882,0.16055846
15054,1795,2545,3873,Metepec,3.09807,8011,0.46346501,0.22406691,0.48346025,0.31768817
15055,416,434,482,Mexicaltzingo,6.10821,444,0.86307055,0.93693691,1.0855856,0.97747749
15056,806,978,1661,Morelos,24.88825,5571,0.48524985,0.1446778,0.29815114,0.17555197
15057,11288,12930,14355,Naucalpan de Juárez,3.94289,32520,0.7863462,0.34710947,0.44142067,0.39760149
15058,13802,15486,16927,Nezahualcóyotl,4.37468,52178,0.81538373,0.26451761,0.32440874,0.29679176
15059,881,934,1000,Nextlalpan,16.36374,5218,0.88099998,0.16883864,0.19164431,0.17899579
15060,11066,11965,12776,Nicolás Romero,6.10471,24855,0.86615527,0.44522229,0.51402134,0.48139209
15061,459,571,866,Nopaltepec,7.63214,591,0.5300231,0.77664977,1.4653131,0.96615905
15062,2416,2548,2918,Ocoyoacac,6.90666,4997,0.82796437,0.48349008,0.58395034,0.50990593
15063,452,556,971,Ocuilan,21.87503,5747,0.46549949,0.078649729,0.16895771,0.096746132
15064,1640,1819,2328,El Oro,22.40574,6603,0.70446736,0.24837196,0.35256702,0.27548084
15065,541,627,786,Otumba,11.59013,3399,0.68829519,0.15916446,0.23124449,0.18446602
15066,121,130,198,Otzoloapan,22.11966,867,0.6111111,0.13956171,0.22837371,0.14994232
15067,2051,2721,4250,Otzolotepec,14.81436,10365,0.48258823,0.19787747,0.41003376,0.26251808
15068,481,536,578,Ozumba,12.17805,2856,0.8321799,0.16841736,0.20238096,0.18767507
15069,57,69,86,Papalotla,6.87134,190,0.66279072,0.30000001,0.45263159,0.3631579
15070,15206,15973,16811,La Paz,7.03878,14902,0.90452677,1.0203999,1.1281036,1.0718695
15071,130,137,176,Polotitlán,8.14908,1137,0.73863637,0.11433597,0.15479332,0.12049253
15072,123,169,230,Rayón,6.09332,927,0.53478259,0.13268608,0.24811219,0.18230852
15073,170,246,347,San Antonio la Isla,8.02675,1525,0.48991355,0.11147541,0.22754098,0.16131148
15074,6746,6803,7943,San Felipe del Progreso,37.6496,38123,0.84930128,0.17695354,0.20835191,0.17844871
15075,695,737,919,San Martín de las Pirámides,7.21363,1834,0.75625682,0.3789531,0.50109053,0.40185386
15076,1359,1630,1981,San Mateo Atenco,10.36445,8265,0.68601716,0.16442831,0.23968542,0.19721718
15077,226,274,409,San Simón de Guerrero,23.80884,1170,0.55256724,0.1931624,0.34957266,0.23418804
15078,281,319,369,Santo Tomás,12.84565,1514,0.76151764,0.18560106,0.24372523,0.21070014
15079,471,516,631,Soyaniquilpan de Juárez,12.5274,1600,0.74643421,0.294375,0.394375,0.32249999
15080,2534,2603,3155,Sultepec,40.09115,7849,0.80316955,0.32284367,0.40196204,0.33163461
15081,10488,11385,12426,Tecámac,3.78014,15789,0.8440367,0.66425991,0.78700364,0.72107166
15082,5474,5784,7084,Tejupilco,29.12225,17105,0.77272725,0.32002339,0.41414791,0.33814675
15083,95,101,123,Temamatla,6.72786,756,0.7723577,0.12566137,0.16269842,0.13359788
15084,1194,1475,2059,Temascalapa,10.88501,2905,0.57989317,0.41101548,0.70877796,0.50774527
15085,6781,6932,8341,Temascalcingo,26.08821,13585,0.81297207,0.49915347,0.61398602,0.51026869
15086,1552,1613,2219,Temascaltepec,22.22813,5450,0.69941413,0.28477064,0.40715596,0.29596332
15087,4381,4487,5401,Temoaya,20.39673,14119,0.81114608,0.31029111,0.38253418,0.3177987
15088,4734,4895,5494,Tenancingo,15.54082,12708,0.86166728,0.37252125,0.43232611,0.38519043
15089,174,186,209,Tenango del Aire,6.87205,683,0.83253586,0.25475842,0.30600291,0.27232796
15090,1248,1718,2410,Tenango del Valle,9.94925,6763,0.51784235,0.18453349,0.35635072,0.25402927
15091,493,1433,1970,Teoloyucan,6.19401,4342,0.2502538,0.11354215,0.45370796,0.33003223
15092,1250,1449,1841,Teotihuacán,8.73916,3766,0.6789788,0.33191717,0.48884758,0.38475835
15093,366,426,619,Tepetlaoxtoc,7.42871,1701,0.59127623,0.21516755,0.36390358,0.25044093
15094,272,371,417,Tepetlixpa,12.61453,1774,0.65227818,0.15332581,0.235062,0.20913191
15095,795,836,881,Tepotzotlán,5.26414,4870,0.90238363,0.16324435,0.18090349,0.17166324
15096,583,625,713,Tequixquiac,8.74714,2223,0.81767184,0.2622582,0.32073775,0.28115159
15097,510,549,765,Texcaltitlán,23.22404,2920,0.66666669,0.17465754,0.26198632,0.1880137
15098,53,63,73,Texcalyacac,7.56486,275,0.72602737,0.19272727,0.26545453,0.22909091
15099,10431,10967,12103,Texcoco,7.15251,19045,0.86185241,0.54770279,0.63549489,0.57584667
15100,660,801,1066,Tezoyuca,7.57576,2029,0.61913699,0.32528338,0.52538198,0.39477575
15101,1247,1710,2415,Tianguistenco,11.62024,6412,0.51635611,0.19447911,0.37663755,0.26668745
15102,418,448,528,Timilpan,12.29259,2067,0.79166669,0.20222545,0.25544268,0.21673924
15103,573,613,642,Tlalmanalco,6.02365,2777,0.89252335,0.20633778,0.23118474,0.22074181
15104,11573,12404,13419,Tlalnepantla de Baz,3.68433,25600,0.86243385,0.45207033,0.5241797,0.48453125
15105,1563,1754,2415,Tlatlaya,26.85862,7188,0.647205,0.21744575,0.33597663,0.24401781
15106,26573,28157,31824,Toluca,6.47313,63194,0.83499873,0.42049879,0.50359213,0.44556445
15107,508,538,631,Tonatico,8.79772,977,0.80507129,0.51995903,0.64585465,0.55066532
15108,449,1244,1792,Tultepec,8.32971,7392,0.25055805,0.060741343,0.24242425,0.16829005
15109,11488,12253,12890,Tultitlán,3.74025,22127,0.8912335,0.51918471,0.58254623,0.55375785
15110,2888,3016,3585,Valle de Bravo,14.9183,8418,0.80557883,0.34307435,0.42587313,0.35827988
15111,2596,2670,3812,Villa de Allende,28.97156,11690,0.68100733,0.22207014,0.32609066,0.22840035
15112,1289,1596,2024,Villa del Carbón,16.5889,6125,0.63685769,0.21044898,0.33044899,0.26057142
15113,1115,1815,3342,Villa Guerrero,15.30404,8077,0.33363256,0.13804631,0.41376749,0.22471215
15114,8023,8115,9642,Villa Victoria,25.19203,21362,0.83208877,0.37557346,0.45136222,0.37988016
15115,1794,1886,2055,Xonacatlán,8.7839,3636,0.87299269,0.49339935,0.56518149,0.51870185
15116,239,260,325,Zacazonapan,14.11476,512,0.73538464,0.46679688,0.63476563,0.5078125
15117,485,525,755,Zacualpan,29.51904,3720,0.64238411,0.13037634,0.20295699,0.14112903
15118,7548,7930,8862,Zinacantepec,15.10882,23573,0.85172647,0.32019684,0.37593856,0.33640182
15119,1583,1638,1964,Zumpahuacán,36.98024,4161,0.80600816,0.3804374,0.47200191,0.39365536
15120,4371,5014,5805,Zumpango,8.43819,11053,0.75297159,0.39545825,0.52519679,0.4536325
15121,8406,9245,10115,Cuautitlán Izcalli,2.50707,14339,0.831043,0.58623338,0.70541877,0.64474511
15122,8964,9660,10527,Valle de Chalco Solidaridad,10.34431,23798,0.85152465,0.3766703,0.44234809,0.40591645
15123,5191,5415,6308,Luvianos,37.81296,7181,0.82292324,0.72287983,0.87842917,0.75407326
15124,7535,7585,8588,San José del Rincón,38.40421,26791,0.87738705,0.28125116,0.32055542,0.28311747
15125,266,288,328,Tonanitla,6.69772,816,0.81097561,0.3259804,0.40196079,0.35294119
16001,297,308,364,Acuitzio,13.32907,1231,0.81593406,0.24126726,0.29569456,0.25020307
16002,1967,1967,2114,Aguililla,19.1925,1967,0.93046355,1,1.0747331,1
16003,1116,1125,1448,Álvaro Obregón,10.86895,2247,0.77071822,0.49666223,0.64441478,0.50066757
16004,903,933,1263,Angamacutiro,8.60846,1257,0.71496439,0.71837711,1.0047733,0.74224341
16005,430,475,647,Angangueo,9.62324,1522,0.66460586,0.28252301,0.42509857,0.31208935
16006,7304,7343,7678,Apatzingán,9.78425,10555,0.95128942,0.69199431,0.72742778,0.69568926
16007,77,78,79,Aporo,13.88316,386,0.97468352,0.19948186,0.20466322,0.20207255
16008,1878,1901,1978,Aquila,31.69653,4652,0.94944388,0.40369734,0.42519346,0.40864146
16009,1275,1281,1481,Ario,9.64647,3411,0.86090481,0.37379068,0.43418354,0.3755497
16010,2012,2044,2144,Arteaga,22.97305,4037,0.93843281,0.4983899,0.53108746,0.50631654
16011,764,775,799,Briseñas,6.69995,727,0.95619524,1.0508941,1.0990372,1.0660248
16012,3500,3521,3619,Buenavista,9.68903,4071,0.96711797,0.8597396,0.88897079,0.86489809
16013,2304,2360,2673,Carácuaro,25.99052,1889,0.86195284,1.2196929,1.4150344,1.2493383
16014,994,1011,1149,Coahuayana,13.44089,1900,0.86510009,0.52315789,0.60473686,0.53210527
16015,2550,2556,2619,Coalcomán de Vázquez Pallares,14.93646,2480,0.97365409,1.0282258,1.0560484,1.0306451
16016,593,598,659,Coeneo,6.47721,1244,0.89984828,0.47668812,0.52974278,0.48070741
16017,865,889,1245,Contepec,17.80962,4864,0.6947791,0.17783718,0.25596216,0.18277138
16018,761,775,1021,Copándaro,10.97075,1072,0.74534768,0.70988804,0.95242536,0.72294778
16019,957,960,998,Cotija,8.18496,1355,0.95891786,0.70627308,0.73653138,0.70848709
16020,2188,2273,2899,Cuitzeo,11.10362,2766,0.75474304,0.79103398,1.0480839,0.82176429
16021,1176,1187,1303,Charapan,20.43679,1741,0.90253264,0.67547387,0.74842048,0.68179208
16022,976,995,1360,Charo,6.81375,1688,0.71764708,0.57819903,0.80568719,0.58945495
16023,442,446,469,Chavinda,8.29554,702,0.94243068,0.62962961,0.66809118,0.63532764
16024,2867,2885,3083,Cherán,15.77518,2379,0.92993838,1.2051282,1.2959226,1.2126944
16025,3588,3647,3905,Chilchota,15.21817,4487,0.91882205,0.7996434,0.87029195,0.81279254
16026,374,380,447,Chinicuila,25.80312,1124,0.83668905,0.33274022,0.39768684,0.33807829
16027,216,254,399,Chucándiro,6.01307,388,0.5413534,0.556701,1.0283505,0.65463918
16028,209,209,219,Churintzio,2.10552,88,0.95433789,2.375,2.4886363,2.375
16029,1306,1316,1373,Churumuco,28.68405,2912,0.95120174,0.44848901,0.47149727,0.45192307
16030,376,443,912,Ecuandureo,6.91538,849,0.41228071,0.44287395,1.0742049,0.52179033
16031,226,232,262,Epitacio Huerta,15.73798,2308,0.86259544,0.097920276,0.1135182,0.10051993
16032,792,860,1667,Erongarícuaro,13.5091,1779,0.47510499,0.44519392,0.93704331,0.48341766
16033,1150,1161,1240,Gabriel Zamora,9.06777,2073,0.92741936,0.55475157,0.59816688,0.56005788
16034,6814,6873,7416,Hidalgo,13.33789,15235,0.91882414,0.4472596,0.48677388,0.45113227
16035,2943,2987,3346,La Huacana,22.08369,4463,0.87955767,0.65942192,0.74971992,0.66928077
16036,781,786,812,Huandacareo,6.02709,748,0.96182269,1.0441177,1.0855615,1.0508021
16037,212,217,232,Huaniqueo,6.26527,425,0.91379309,0.49882352,0.54588234,0.51058823
16038,2059,2129,2543,Huetamo,16.57061,6169,0.80967361,0.3337656,0.41222242,0.34511265
16039,616,644,889,Huiramba,10.2271,756,0.69291341,0.81481481,1.175926,0.85185188
16040,1396,1436,1920,Indaparapeo,12.49115,2045,0.72708333,0.68264061,0.93887532,0.70220047
16041,613,613,629,Irimbo,13.6397,1464,0.97456282,0.41871583,0.42964482,0.41871583
16042,175,176,186,Ixtlán,5.99849,851,0.94086021,0.20564042,0.21856639,0.20681551
16043,1038,1056,1160,Jacona,9.04767,5157,0.8948276,0.20127982,0.22493698,0.20477022
16044,380,387,428,Jiménez,7.01041,911,0.88785046,0.41712403,0.46981341,0.42480791
16045,1417,1432,1510,Jiquilpan,5.53184,1644,0.93841058,0.86192214,0.91849148,0.87104625
16046,380,391,416,Juárez,20.00851,2132,0.91346157,0.1782364,0.19512194,0.18339588
16047,943,971,1146,Jungapeo,16.92641,2799,0.82286215,0.33690605,0.40943193,0.34690961
16048,518,539,798,Lagunillas,6.29316,566,0.64912283,0.91519433,1.409894,0.95229679
16049,1276,1309,1489,Madero,23.00879,3423,0.856951,0.37277243,0.43499854,0.38241309
16050,5643,5670,6150,Maravatío,17.02638,11551,0.91756099,0.48852915,0.53242141,0.4908666
16051,613,619,650,Marcos Castellanos,3.62146,491,0.94307691,1.2484725,1.3238289,1.2606925
16052,12453,12616,13219,Lázaro Cárdenas,5.53731,12565,0.94205308,0.99108636,1.0520494,1.0040588
16053,25855,26672,30750,Morelia,4.93081,43504,0.84081298,0.59431314,0.70683157,0.61309308
16054,282,293,313,Morelos,6.87589,755,0.90095848,0.37350994,0.41456953,0.38807946
16055,2829,2859,3134,Múgica,16.92233,5637,0.90268028,0.5018627,0.55596948,0.50718468
16056,2745,2871,3562,Nahuatzen,22.11276,5449,0.77063447,0.50376219,0.65369791,0.52688569
16057,404,431,476,Nocupétaro,34.23214,2116,0.8487395,0.19092627,0.22495274,0.20368621
16058,1436,1444,1482,Nuevo Parangaricutiro,9.34399,1940,0.96896088,0.74020618,0.76391751,0.74432987
16059,523,531,601,Nuevo Urecho,17.21004,989,0.87021631,0.528817,0.60768455,0.53690594
16060,162,168,238,Numarán,7.16268,678,0.68067229,0.23893805,0.35103244,0.24778761
16061,2350,2393,2824,Ocampo,17.3607,3903,0.83215296,0.60210097,0.72354597,0.61311811
16062,867,878,952,Pajacuarán,11.2716,1734,0.91071427,0.5,0.54901963,0.50634372
16063,734,738,799,Panindícuaro,12.55871,1531,0.9186483,0.47942522,0.5218811,0.48203787
16064,1964,1975,2111,Parácuaro,18.52581,2930,0.93036473,0.67030716,0.72047782,0.67406142
16065,4733,4923,5817,Paracho,13.95525,4369,0.81364965,1.0833143,1.3314259,1.1268024
16066,4181,4424,6399,Pátzcuaro,11.71194,9906,0.65338331,0.42206743,0.64597213,0.44659802
16067,1004,1033,1642,Penjamillo,9.3244,1606,0.61144948,0.62515569,1.022416,0.64321297
16068,1008,1046,1135,Peribán,8.96186,2335,0.88810575,0.43169165,0.48608136,0.44796574
16069,2334,2383,2563,La Piedad,5.17052,5062,0.91065156,0.46108258,0.50632161,0.47076255
16070,478,478,493,Purépero,4.88079,659,0.96957403,0.72534144,0.7481032,0.72534144
16071,2638,2710,3336,Puruándiro,12.20933,8501,0.79076737,0.31031644,0.39242443,0.31878603
16072,1004,1008,1083,Queréndaro,11.85307,1449,0.92705446,0.69289166,0.74741203,0.69565219
16073,891,933,1236,Quiroga,10.39202,2672,0.72087377,0.3334581,0.46257484,0.34917665
16074,747,760,807,Cojumatlán de Régules,12.08725,1118,0.92565054,0.6681574,0.72182471,0.67978531
16075,5012,5055,5381,Los Reyes,11.90104,7422,0.93142539,0.67528969,0.72500676,0.68108326
16076,2267,2313,2669,Sahuayo,5.86807,3840,0.8493818,0.59036458,0.69505209,0.60234374
16077,1663,1717,2016,San Lucas,12.2093,2070,0.82490081,0.80338162,0.97391301,0.82946861
16078,647,666,725,Santa Ana Maya,11.18727,1298,0.89241379,0.49845916,0.55855161,0.51309705
16079,2217,2460,3485,Salvador Escalante,15.68864,5885,0.63615495,0.37672049,0.59218353,0.4180119
16080,543,545,583,Senguio,13.70973,2881,0.93138939,0.18847622,0.20236029,0.18917042
16081,103,104,106,Susupuato,32.00089,1682,0.97169811,0.061236624,0.063020214,0.061831154
16082,2079,2134,2756,Tacámbaro,9.44564,6986,0.75435412,0.2975952,0.3945033,0.30546808
16083,1234,1294,1426,Tancítaro,12.59431,2814,0.86535764,0.43852168,0.50675195,0.45984364
16084,2758,2787,2875,Tangamandapio,13.60044,2960,0.95930433,0.93175673,0.97128379,0.94155407
16085,1594,1674,1895,Tangancícuaro,9.45991,2934,0.84116095,0.54328561,0.64587593,0.57055217
16086,794,795,813,Tanhuato,7.39308,1030,0.97662979,0.77087379,0.78932041,0.77184469
16087,475,495,574,Taretan,5.13583,767,0.82752615,0.61929595,0.74837029,0.64537156
16088,2788,2862,3559,Tarímbaro,4.10458,4136,0.78336614,0.67408127,0.86049324,0.69197291
16089,1919,1944,1999,Tepalcatepec,7.80663,1845,0.95998001,1.0401084,1.0834688,1.0536585
16090,1050,1060,1121,Tingambato,13.37529,1541,0.93666369,0.68137574,0.72744972,0.68786502
16091,885,892,920,Tingüindín,6.59081,856,0.9619565,1.0338784,1.0747664,1.0420561
16092,1762,1892,2399,Tiquicheo de Nicolás Romero,27.35348,3193,0.73447269,0.55183214,0.75133103,0.59254622
