id_mun,combate_hambre,combate_hambre_y_leche,beneficiarios,mun,porcentaje_pea,poblacion_pea,porc_programa_hambre,cobertura_prog_hambre,cobertura_programas,cobertura_prog_hambre_y_leche
20188,1367,1384,1841,San Juan Colorado,31.33874,2728,0.74253124,0.50109971,0.67485338,0.50733137
20189,617,622,655,San Juan Comaltepec,29.51347,681,0.94198471,0.90602058,0.96182084,0.91336268
20190,1090,1092,1569,San Juan Cotzocón,15.65825,3401,0.69471002,0.32049397,0.46133491,0.32108203
20192,35,44,50,San Juan Chilateca,1.81521,36,0.69999999,0.97222221,1.3888888,1.2222222
20193,86,102,109,San Juan del Estado,8.81721,226,0.78899086,0.38053098,0.48230088,0.45132744
20194,66,66,75,San Juan del Río,10.5855,87,0.88,0.75862068,0.86206895,0.75862068
20195,48,49,55,San Juan Diuxi,23.31535,286,0.87272727,0.16783217,0.1923077,0.17132868
20196,22,22,24,San Juan Evangelista Analco,1.43688,7,0.91666669,3.1428571,3.4285715,3.1428571
20197,21,27,33,San Juan Guelavía,11.53769,380,0.63636363,0.055263158,0.086842105,0.071052633
20198,2114,2188,3117,San Juan Guichicovi,14.83393,3767,0.67821622,0.56118929,0.8274489,0.58083355
20199,44,44,57,San Juan Ihualtepec,21.07436,172,0.7719298,0.25581396,0.33139536,0.25581396
20200,413,413,480,San Juan Juquila Mixes,25.46646,928,0.86041665,0.44504312,0.51724136,0.44504312
20201,102,102,104,San Juan Juquila Vijanos,20.19376,319,0.98076922,0.31974921,0.32601881,0.31974921
20202,399,415,477,San Juan Lachao,43.47285,1475,0.83647799,0.27050847,0.32338983,0.28135592
20203,472,472,520,San Juan Lachigalla,28.18573,803,0.90769231,0.58779579,0.64757162,0.58779579
20204,15,15,27,San Juan Lajarcia,17.02986,125,0.55555558,0.12,0.21600001,0.12
20205,3089,3092,3392,San Juan Lalana,24.75726,4338,0.91067219,0.71207929,0.78192717,0.71277088
20206,136,142,163,San Juan de los Cués,27.30306,441,0.83435583,0.30839002,0.36961451,0.32199547
20207,1215,1217,1709,San Juan Mazatlán,22.52323,3833,0.71094209,0.31698409,0.44586486,0.31750587
20208,203,203,306,San Juan Mixtepec -Dto. 08 -,22.05021,1365,0.66339868,0.14871795,0.22417583,0.14871795
20209,1,1,1,San Juan Mixtepec -Dto. 26 -,13.31923,91,1,0.010989011,0.010989011,0.010989011
20210,214,233,346,San Juan Ñumí,29.73756,2126,0.61849713,0.10065851,0.16274694,0.10959549
20211,254,255,275,San Juan Ozolotepec,31.38347,995,0.92363638,0.25527638,0.27638191,0.25628141
20212,754,754,786,San Juan Petlapa,39.5597,1087,0.95928752,0.69365227,0.72309107,0.69365227
20213,126,163,402,San Juan Quiahije,20.9005,654,0.31343284,0.19266056,0.61467892,0.24923548
20214,29,29,71,San Juan Quiotepec,24.85905,471,0.40845069,0.061571125,0.1507431,0.061571125
20215,2,2,2,San Juan Sayultepec,10.96173,94,1,0.021276595,0.021276595,0.021276595
20216,11,11,17,San Juan Tabaá,11.50356,131,0.64705884,0.083969466,0.12977099,0.083969466
20217,90,92,256,San Juan Tamazola,26.98374,968,0.3515625,0.092975207,0.2644628,0.09504132
20218,43,43,47,San Juan Teita,18.91845,122,0.91489363,0.35245901,0.38524589,0.35245901
20219,22,23,25,San Juan Teitipac,12.2525,318,0.88,0.069182388,0.078616351,0.072327048
20220,547,554,620,San Juan Tepeuxila,21.63489,488,0.88225806,1.1209016,1.2704918,1.1352459
20221,11,11,16,San Juan Teposcolula,14.06047,183,0.6875,0.060109291,0.087431692,0.060109291
20222,54,54,63,San Juan Yaeé,18.77787,204,0.85714287,0.2647059,0.30882353,0.2647059
20223,3,3,19,San Juan Yatzona,16.35948,49,0.15789473,0.06122449,0.3877551,0.06122449
20224,16,17,18,San Juan Yucuita,9.82553,62,0.8888889,0.25806451,0.29032257,0.27419356
20225,231,248,302,San Lorenzo,23.90924,1386,0.76490068,0.16666667,0.21789321,0.17893218
20226,11,11,30,San Lorenzo Albarradas,14.01045,370,0.36666667,0.02972973,0.081081077,0.02972973
20227,211,260,321,San Lorenzo Cacaotepec,3.72952,479,0.65732086,0.44050103,0.67014617,0.54279751
20228,222,226,242,San Lorenzo Cuaunecuiltitla,26.36825,206,0.91735536,1.0776699,1.1747572,1.0970874
20229,1373,1378,1440,San Lorenzo Texmelúcan,35.33942,2608,0.9534722,0.52645707,0.55214721,0.52837425
20230,75,85,96,San Lorenzo Victoria,15.10607,138,0.78125,0.54347825,0.69565219,0.615942
20231,722,723,777,San Lucas Camotlán,35.12963,1097,0.92921495,0.6581586,0.70829535,0.65907019
20232,2923,2944,3344,San Lucas Ojitlán,42.61432,8861,0.87410289,0.32987249,0.37738404,0.3322424
20233,9,9,20,San Lucas Quiaviní,9.14005,150,0.44999999,0.059999999,0.13333334,0.059999999
20234,2091,2105,2312,San Lucas Zoquiápam,34.34529,2444,0.90441179,0.85556465,0.9459902,0.86129296
20235,227,229,290,San Luis Amatlán,14.05281,511,0.78275859,0.44422701,0.56751466,0.44814089
20236,545,550,583,San Marcial Ozolotepec,31.39595,494,0.93481988,1.1032388,1.180162,1.1133603
20237,120,128,153,San Marcos Arteaga,17.4571,229,0.78431374,0.52401745,0.66812229,0.55895197
20238,17,23,28,San Martín de los Cansecos,14.12131,119,0.60714287,0.14285715,0.23529412,0.19327731
20239,32,35,51,San Martín Huamelúlpam,13.13621,135,0.627451,0.23703703,0.37777779,0.25925925
20240,340,343,421,San Martín Itunyoso,52.79754,997,0.80760098,0.34102306,0.42226681,0.34403211
20241,7,9,18,San Martín Lachilá,14.45484,156,0.3888889,0.044871796,0.11538462,0.057692308
20242,1885,1887,2020,San Martín Peras,36.82494,3089,0.93316829,0.61022985,0.65393329,0.61087734
20243,94,97,125,San Martín Tilcajete,6.22417,121,0.75199997,0.77685952,1.0330578,0.80165291
20244,370,378,439,San Martín Toxpalan,28.01727,820,0.84282458,0.4512195,0.53536588,0.46097562
20245,114,116,155,San Martín Zacatepec,17.24457,215,0.73548388,0.53023255,0.72093022,0.53953487
20246,26,26,33,San Mateo Cajonos,14.93441,95,0.78787881,0.2736842,0.34736842,0.2736842
20247,23,23,24,Capulálpam de Méndez,4.75425,84,0.95833331,0.27380952,0.2857143,0.27380952
20248,571,571,664,San Mateo del Mar,35.94363,5490,0.85993975,0.10400729,0.12094717,0.10400729
20249,129,158,210,San Mateo Yoloxochitlán,21.64587,768,0.61428571,0.16796875,0.2734375,0.20572917
20250,44,44,50,San Mateo Etlatongo,15.09828,176,0.88,0.25,0.28409091,0.25
20251,13,14,63,San Mateo Nejápam,18.14464,228,0.20634921,0.057017542,0.27631578,0.061403509
20252,82,82,104,San Mateo Peñasco,32.48526,637,0.78846157,0.12872842,0.1632653,0.12872842
20253,76,92,110,San Mateo Piñas,30.66901,599,0.69090909,0.12687813,0.18363939,0.15358931
20254,98,98,192,San Mateo Río Hondo,30.79974,936,0.51041669,0.10470086,0.20512821,0.10470086
20255,100,100,248,San Mateo Sindihui,20.83772,454,0.40322581,0.22026432,0.54625553,0.22026432
20256,3,3,3,San Mateo Tlapiltepec,4.82863,12,1,0.25,0.25,0.25
20257,96,97,114,San Melchor Betaza,18.37023,206,0.84210527,0.46601942,0.55339807,0.47087377
20258,40,40,45,San Miguel Achiutla,8.72315,65,0.8888889,0.61538464,0.69230771,0.61538464
20259,284,285,369,San Miguel Ahuehuetitlán,21.04768,586,0.76964772,0.48464164,0.62969285,0.48634812
20260,337,337,401,San Miguel Aloápam,16.09528,437,0.84039903,0.77116704,0.91762012,0.77116704
20261,1321,1335,1457,San Miguel Amatitlán,34.01935,2561,0.90665752,0.51581413,0.56891841,0.52128077
20262,36,36,45,San Miguel Amatlán,6.86057,64,0.80000001,0.5625,0.703125,0.5625
20263,458,462,501,San Miguel Coatlán,26.48641,1094,0.91417164,0.41864717,0.45795247,0.42230347
20264,110,113,119,San Miguel Chicahua,41.37759,698,0.92436975,0.15759312,0.17048711,0.16189112
20265,210,210,259,San Miguel Chimalapa,17.62165,1128,0.8108108,0.18617021,0.22960994,0.18617021
20266,346,365,452,San Miguel del Puerto,19.85075,1976,0.76548672,0.17510122,0.22874494,0.1847166
20268,11,11,16,San Miguel Ejutla,13.27172,124,0.6875,0.088709675,0.12903225,0.088709675
20269,165,182,205,San Miguel el Grande,11.58419,469,0.80487806,0.35181236,0.4371002,0.38805971
20270,39,41,45,San Miguel Huautla,42.65899,622,0.86666667,0.062700965,0.072347268,0.065916397
20271,539,539,618,San Miguel Mixtepec,38.15215,1395,0.8721683,0.38637993,0.44301075,0.38637993
20272,113,141,268,San Miguel Panixtlahuaca,20.3828,933,0.4216418,0.12111469,0.28724545,0.1511254
20273,518,519,633,San Miguel Peras,22.68952,921,0.81832546,0.56243211,0.68729639,0.56351793
20274,17,17,27,San Miguel Piedras,18.51979,322,0.62962961,0.05279503,0.083850935,0.05279503
20275,622,622,669,San Miguel Quetzaltepec,24.86404,1556,0.92974591,0.39974293,0.4299486,0.39974293
20276,119,119,140,San Miguel Santa Flor,19.13713,127,0.85000002,0.93700784,1.1023622,0.93700784
20277,569,628,789,Villa Sola de Vega,25.79363,3589,0.72116601,0.15853998,0.2198384,0.17497911
20278,4801,4908,5646,San Miguel Soyaltepec,30.57132,9648,0.85033649,0.49761608,0.585199,0.50870645
20279,24,24,29,San Miguel Suchixtepec,33.30856,980,0.82758623,0.024489796,0.029591836,0.024489796
20280,83,87,106,Villa Talea de Castro,8.05768,155,0.78301889,0.5354839,0.68387097,0.56129032
20281,3,3,4,San Miguel Tecomatlán,9.66737,28,0.75,0.10714286,0.14285715,0.10714286
20282,165,165,189,San Miguel Tenango,28.15422,177,0.87301588,0.93220341,1.0677966,0.93220341
20283,87,88,113,San Miguel Tequixtepec,9.22872,108,0.76991153,0.80555558,1.0462962,0.81481481
20284,162,163,186,San Miguel Tilquiápam,34.37726,964,0.87096775,0.1680498,0.19294606,0.16908714
20285,166,166,224,San Miguel Tlacamama,16.12096,555,0.7410714,0.29909909,0.40360361,0.29909909
20286,95,99,124,San Miguel Tlacotepec,18.10882,493,0.76612902,0.19269776,0.25152129,0.20081136
20287,23,23,29,San Miguel Tulancingo,1.33527,5,0.79310346,4.5999999,5.8000002,4.5999999
20288,17,17,25,San Miguel Yotao,29.40949,140,0.68000001,0.12142857,0.17857143,0.12142857
20289,16,16,29,San Nicolás,17.07202,199,0.55172414,0.080402009,0.14572865,0.080402009
20290,52,73,104,San Nicolás Hidalgo,23.66552,226,0.5,0.2300885,0.460177,0.32300884
20291,68,69,207,San Pablo Coatlán,23.82708,1007,0.32850242,0.067527309,0.20556107,0.06852036
20292,11,11,19,San Pablo Cuatro Venados,32.84065,506,0.57894737,0.021739131,0.037549406,0.021739131
20293,48,97,143,San Pablo Etla,1.51705,296,0.33566433,0.16216215,0.4831081,0.3277027
20294,127,143,158,San Pablo Huitzo,5.23046,360,0.80379748,0.35277778,0.43888888,0.39722222
20295,115,125,158,San Pablo Huixtepec,4.88795,485,0.72784811,0.2371134,0.32577321,0.25773194
20296,19,19,52,San Pablo Macuiltianguis,21.93171,138,0.36538461,0.13768116,0.37681159,0.13768116
20297,195,195,217,San Pablo Tijaltepec,33.89284,603,0.89861751,0.32338309,0.35986733,0.32338309
20298,486,487,574,San Pablo Villa de Mitla,7.38308,1075,0.84668988,0.45209303,0.53395349,0.45302325
20299,39,39,50,San Pablo Yaganiza,17.13864,171,0.77999997,0.22807017,0.29239765,0.22807017
20300,142,176,313,San Pedro Amuzgos,23.47938,1614,0.45367411,0.087980174,0.19392812,0.10904585
20301,70,91,109,San Pedro Apóstol,10.71915,160,0.64220184,0.4375,0.68124998,0.56875002
20302,860,870,932,San Pedro Atoyac,27.97931,1005,0.92274678,0.85572141,0.92736316,0.86567163
20303,95,95,100,San Pedro Cajonos,9.64864,91,0.94999999,1.043956,1.0989012,1.043956
20304,38,38,43,San Pedro Coxcaltepec Cántaros,41.76468,355,0.88372093,0.10704225,0.12112676,0.10704225
20305,26,26,36,San Pedro Comitancillo,3.41147,165,0.72222221,0.15757576,0.21818182,0.15757576
20306,675,683,730,San Pedro el Alto,43.94116,1402,0.92465752,0.48145506,0.52068472,0.48716119
20307,467,479,585,San Pedro Huamelula,15.50139,1380,0.79829061,0.33840579,0.42391303,0.34710145
20308,71,72,80,San Pedro Huilotepec,12.75088,384,0.88749999,0.18489583,0.20833333,0.1875
20309,1202,1208,1343,San Pedro Ixcatlán,26.72368,2354,0.89501119,0.51062024,0.57051826,0.51316905
20310,240,257,283,San Pedro Ixtlahuaca,8.63815,703,0.84805655,0.34139404,0.40256044,0.36557609
20311,10,10,21,San Pedro Jaltepetongo,22.66239,75,0.47619048,0.13333334,0.28,0.13333334
20312,272,287,795,San Pedro Jicayán,25.05136,2542,0.34213835,0.10700236,0.31274587,0.11290322
20313,0,0,9,San Pedro Jocotipac,19.11499,150,0,0,0.059999999,0
20314,20,26,29,San Pedro Juchatengo,6.54482,98,0.68965518,0.20408164,0.29591838,0.26530612
20315,89,93,115,San Pedro Mártir,34.34272,522,0.77391303,0.17049809,0.22030652,0.17816092
20316,15,15,31,San Pedro Mártir Quiechapa,11.84804,89,0.48387095,0.16853933,0.34831461,0.16853933
20317,22,22,36,San Pedro Mártir Yucuxaco,11.9051,158,0.6111111,0.1392405,0.2278481,0.1392405
20318,2181,2208,2406,San Pedro Mixtepec -Dto. 22 -,9.77886,3878,0.90648377,0.56240332,0.6204229,0.56936568
20319,10,10,12,San Pedro Mixtepec -Dto. 26 -,20.01947,194,0.83333331,0.051546391,0.06185567,0.051546391
20320,18,19,68,San Pedro Molinos,27.27897,160,0.2647059,0.1125,0.42500001,0.11875
20321,38,38,38,San Pedro Nopala,18.03473,165,1,0.23030303,0.23030303,0.23030303
20322,14,41,70,San Pedro Ocopetatillo,22.72316,200,0.2,0.07,0.34999999,0.205
20323,51,53,66,San Pedro Ocotepec,27.1998,578,0.77272725,0.088235296,0.11418685,0.091695502
20324,2448,2602,3178,San Pedro Pochutla,13.46094,5252,0.7702958,0.46610814,0.60510284,0.49543032
20325,800,805,850,San Pedro Quiatoni,23.02598,2504,0.94117647,0.31948882,0.33945686,0.32148561
20326,592,593,618,San Pedro Sochiápam,35.36508,1556,0.95792878,0.38046274,0.39717224,0.38110539
20327,599,606,685,San Pedro Tapanatepec,15.42109,2076,0.87445253,0.28853565,0.32996148,0.29190752
20328,159,159,168,San Pedro Taviche,34.44029,454,0.9464286,0.35022026,0.37004405,0.35022026
20329,45,45,49,San Pedro Teozacoalco,15.96747,208,0.91836733,0.21634616,0.23557693,0.21634616
20330,1168,1177,1253,San Pedro Teutila,36.9899,1310,0.93216282,0.89160305,0.95648855,0.89847326
20331,54,54,81,San Pedro Tidaá,12.32142,119,0.66666669,0.45378152,0.68067229,0.45378152
20332,15,15,15,San Pedro Topiltepec,14.03798,47,1,0.31914893,0.31914893,0.31914893
20333,93,93,98,San Pedro Totolápam,10.79699,219,0.94897962,0.42465752,0.44748858,0.42465752
20334,7693,7988,9165,Villa de Tututepec de Melchor Ocampo,20.93905,9098,0.83938897,0.84557045,1.0073643,0.87799519
20335,8,8,8,San Pedro Yaneri,15.60886,138,1,0.057971016,0.057971016,0.057971016
20336,91,92,114,San Pedro Yólox,19.30275,368,0.79824561,0.24728261,0.30978259,0.25
20337,386,397,461,San Pedro y San Pablo Ayutla,34.85204,1425,0.83731019,0.27087718,0.32350877,0.27859649
20338,168,194,237,Villa de Etla,5.05201,525,0.70886075,0.31999999,0.45142856,0.36952382
20339,122,123,144,San Pedro y San Pablo Teposcolula,5.48821,298,0.84722221,0.40939596,0.48322147,0.41275167
20340,55,55,79,San Pedro y San Pablo Tequixtepec,13.24617,198,0.69620252,0.27777779,0.39898989,0.27777779
20341,4,4,4,San Pedro Yucunama,22.05826,42,1,0.095238097,0.095238097,0.095238097
20342,35,35,52,San Raymundo Jalpan,6.05633,175,0.67307693,0.2,0.29714286,0.2
20343,102,102,118,San Sebastián Abasolo,8.625,146,0.86440676,0.69863015,0.80821919,0.69863015
20344,151,152,269,San Sebastián Coatlán,25.1552,571,0.56133831,0.26444834,0.47110334,0.26619965
20345,113,113,156,San Sebastián Ixcapa,14.06559,563,0.72435898,0.20071048,0.27708703,0.20071048
20346,23,23,24,San Sebastián Nicananduta,10.59574,86,0.95833331,0.26744187,0.27906978,0.26744187
20347,201,201,258,San Sebastián Río Hondo,20.67905,854,0.77906978,0.23536299,0.30210772,0.23536299
20348,356,402,569,San Sebastián Tecomaxtlahuaca,22.75359,1335,0.62565905,0.26666668,0.42621723,0.30112359
20349,36,36,37,San Sebastián Teitipac,6.69107,129,0.97297299,0.27906978,0.28682169,0.27906978
20350,26,34,91,San Sebastián Tutla,1.16071,268,0.2857143,0.097014926,0.33955225,0.12686567
20351,66,66,88,San Simón Almolongas,11.96956,315,0.75,0.20952381,0.27936509,0.20952381
20352,959,959,1008,San Simón Zahuatlán,45.36242,1563,0.9513889,0.61356366,0.64491361,0.61356366
20353,33,33,36,Santa Ana,9.30112,189,0.91666669,0.17460318,0.19047619,0.17460318
20354,120,123,138,Santa Ana Ateixtlahuaca,38.21605,156,0.86956519,0.76923078,0.88461536,0.78846157
20355,67,68,80,Santa Ana Cuauhtémoc,25.15249,170,0.83749998,0.39411765,0.47058824,0.40000001
20356,14,14,33,Santa Ana del Valle,5.18242,103,0.42424244,0.13592233,0.32038835,0.13592233
20357,5,5,13,Santa Ana Tavela,23.0901,210,0.38461539,0.023809524,0.061904762,0.023809524
20358,67,69,83,Santa Ana Tlapacoyan,9.88067,173,0.80722892,0.38728324,0.47976878,0.39884394
20359,11,11,18,Santa Ana Yareni,12.07265,90,0.6111111,0.12222222,0.2,0.12222222
20360,62,62,74,Santa Ana Zegache,29.15867,960,0.83783782,0.064583331,0.077083334,0.064583331
20361,21,21,26,Santa Catalina Quierí,26.39778,208,0.80769229,0.10096154,0.125,0.10096154
20362,27,27,35,Santa Catarina Cuixtla,9.30512,136,0.77142859,0.19852941,0.25735295,0.19852941
20363,67,69,78,Santa Catarina Ixtepeji,8.04365,236,0.85897434,0.28389829,0.33050847,0.29237288
20364,1218,1331,1818,Santa Catarina Juquila,13.44789,2026,0.669967,0.60118461,0.89733464,0.65695953
20365,23,23,28,Santa Catarina Lachatao,12.23104,151,0.8214286,0.15231788,0.18543047,0.15231788
20366,488,493,520,Santa Catarina Loxicha,37.72098,1527,0.93846154,0.31958088,0.34053701,0.32285526
20367,216,219,261,Santa Catarina Mechoacán,32.09103,1367,0.82758623,0.15801024,0.19092904,0.16020483
20368,15,27,29,Santa Catarina Minas,15.37847,279,0.51724136,0.053763442,0.10394266,0.096774191
20369,121,123,135,Santa Catarina Quiané,4.56677,110,0.89629632,1.1,1.2272727,1.1181818
20370,43,49,71,Santa Catarina Tayata,11.44176,66,0.6056338,0.65151513,1.0757576,0.74242425
20371,36,44,91,Santa Catarina Ticuá,20.7973,178,0.3956044,0.20224719,0.51123595,0.24719101
20372,5,5,5,Santa Catarina Yosonotú,21.60521,341,1,0.014662757,0.014662757,0.014662757
20373,13,13,23,Santa Catarina Zapoquila,17.16134,76,0.56521738,0.17105263,0.30263159,0.17105263
20374,69,71,75,Santa Cruz Acatepec,48.161,648,0.92000002,0.10648149,0.11574074,0.1095679
20375,117,126,160,Santa Cruz Amilpas,4.1456,561,0.73124999,0.20855615,0.28520498,0.22459893
20376,37,37,38,Santa Cruz de Bravo,9.30297,32,0.97368419,1.15625,1.1875,1.15625
20377,1314,1480,1719,Santa Cruz Itundujia,24.25889,2659,0.76439792,0.49417076,0.64648366,0.55660021
20378,333,333,390,Santa Cruz Mixtepec,14.87575,561,0.85384613,0.59358287,0.69518715,0.59358287
20379,440,454,533,Santa Cruz Nundaco,35.23319,911,0.82551593,0.48298573,0.58507133,0.49835345
20380,29,38,47,Santa Cruz Papalutla,8.71767,171,0.61702126,0.16959064,0.2748538,0.22222222
20381,166,172,179,Santa Cruz Tacache de Mina,19.45491,391,0.9273743,0.42455244,0.45780051,0.43989769
20382,29,29,57,Santa Cruz Tacahua,28.94126,366,0.50877196,0.079234973,0.1557377,0.079234973
20383,20,21,21,Santa Cruz Tayata,17.0093,103,0.95238096,0.19417475,0.2038835,0.2038835
20384,187,189,210,Santa Cruz Xitla,33.94262,1472,0.89047617,0.12703805,0.14266305,0.12839673
20385,1276,1554,2016,Santa Cruz Xoxocotlán,6.46266,4898,0.63293654,0.2605145,0.41159657,0.31727237
20386,1095,1095,1136,Santa Cruz Zenzontepec,32.85362,6267,0.96390843,0.17472474,0.18126695,0.17472474
20387,162,170,202,Santa Gertrudis,10.33386,273,0.8019802,0.59340662,0.73992676,0.62271065
20388,203,206,222,Santa Inés del Monte,28.12434,662,0.91441441,0.30664653,0.33534744,0.31117824
20389,110,110,117,Santa Inés Yatzeche,19.33515,155,0.94017094,0.7096774,0.75483871,0.7096774
20390,476,576,743,Santa Lucía del Camino,4.25465,2450,0.64064604,0.19428572,0.3032653,0.23510204
20391,370,373,387,Santa Lucía Miahuatlán,24.57435,859,0.95607233,0.43073341,0.45052385,0.43422586
20392,614,653,714,Santa Lucía Monteverde,34.71539,2370,0.85994399,0.25907174,0.30126584,0.27552742
20393,13,20,56,Santa Lucía Ocotlán,23.55502,936,0.23214285,0.013888889,0.05982906,0.021367522
20394,62,62,110,Santa María Alotepec,22.359,514,0.56363636,0.12062257,0.21400778,0.12062257
20395,129,133,145,Santa María Apazco,38.48442,629,0.88965517,0.20508744,0.23052464,0.21144675
20396,836,839,958,Santa María la Asunción,48.36226,1176,0.87265134,0.71088433,0.81462586,0.71343535
20397,1037,1089,1274,Heroica Ciudad de Tlaxiaco,7.39598,3289,0.81397176,0.3152934,0.38735178,0.33110368
20398,313,317,352,Ayoquezco de Aldama,15.37253,650,0.88920456,0.48153847,0.54153848,0.4876923
20399,297,407,503,Santa María Atzompa,6.56576,1946,0.59045726,0.15262076,0.25847894,0.20914696
20400,59,59,65,Santa María Camotlán,9.92971,152,0.90769231,0.3881579,0.42763159,0.3881579
20401,1096,1115,1339,Santa María Colotepec,16.38341,4043,0.81852126,0.27108583,0.33118972,0.2757853
20402,96,97,154,Santa María Cortijo,18.33194,185,0.62337661,0.51891893,0.83243245,0.5243243
20403,11,12,24,Santa María Coyotepec,3.75725,127,0.45833334,0.086614177,0.18897638,0.094488189
20404,8,8,8,Santa María Chachoápam,10.11973,66,1,0.12121212,0.12121212,0.12121212
20405,49,49,49,Villa de Chilapa de Díaz,18.99129,303,1,0.16171618,0.16171618,0.16171618
20406,2678,2705,3004,Santa María Chilchotla,26.0526,5200,0.891478,0.51499999,0.57769233,0.52019233
20407,510,513,611,Santa María Chimalapa,27.50189,1889,0.83469725,0.26998413,0.32345155,0.27157226
20408,33,33,34,Santa María del Rosario,13.89803,69,0.97058821,0.47826087,0.49275362,0.47826087
20409,56,60,85,Santa María del Tule,1.72992,190,0.65882355,0.29473683,0.44736841,0.31578946
20410,64,65,96,Santa María Ecatepec,21.18085,548,0.66666669,0.11678832,0.17518248,0.11861314
20411,67,67,68,Santa María Guelacé,4.64858,31,0.9852941,2.1612904,2.1935484,2.1612904
20412,161,188,210,Santa María Guienagati,22.85068,725,0.76666665,0.22206897,0.28965518,0.25931033
20413,1658,1724,2287,Santa María Huatulco,6.81194,2818,0.72496718,0.58836055,0.8115685,0.61178142
20414,378,399,505,Santa María Huazolotitlán,18.40717,2146,0.74851483,0.17614166,0.23532152,0.1859273
20415,79,80,85,Santa María Ipalapa,15.20978,625,0.92941177,0.12639999,0.13600001,0.12800001
20416,3,3,10,Santa María Ixcatlán,27.85494,144,0.30000001,0.020833334,0.069444448,0.020833334
20417,695,706,982,Santa María Jacatepec,25.40016,2290,0.70773929,0.30349344,0.42882097,0.30829695
20418,647,653,732,Santa María Jalapa del Marqués,7.45078,816,0.88387978,0.79289216,0.89705884,0.80024511
20419,25,25,28,Santa María Jaltianguis,6.40896,32,0.89285713,0.78125,0.875,0.78125
20420,99,99,122,Santa María Lachixío,24.18024,392,0.8114754,0.25255102,0.31122449,0.25255102
20421,215,227,265,Santa María Mixtequilla,7.25478,262,0.81132078,0.8206107,1.0114504,0.86641222
20422,8,8,10,Santa María Nativitas,11.38599,66,0.80000001,0.12121212,0.15151516,0.12121212
20423,32,32,38,Santa María Nduayaco,16.70677,83,0.84210527,0.38554215,0.45783132,0.38554215
20424,988,992,1020,Santa María Ozolotepec,29.46933,1116,0.96862745,0.88530463,0.91397852,0.8888889
20425,69,72,79,Santa María Pápalo,21.73893,490,0.87341774,0.14081633,0.16122448,0.14693877
20426,1193,1193,1492,Santa María Peñoles,24.37216,2245,0.79959786,0.53140312,0.66458797,0.53140312
20427,390,394,448,Santa María Petapa,9.08458,1226,0.87053573,0.31810766,0.36541599,0.3213703
20428,287,289,343,Santa María Quiegolani,35.92184,434,0.83673471,0.66129035,0.7903226,0.66589862
20429,18,18,28,Santa María Sola,13.33171,204,0.64285713,0.088235296,0.13725491,0.088235296
20430,34,34,41,Santa María Tataltepec,21.66406,55,0.82926828,0.61818182,0.74545455,0.61818182
20431,61,61,61,Santa María Tecomavaca,19.18711,272,1,0.22426471,0.22426471,0.22426471
20432,86,89,100,Santa María Temaxcalapa,10.10867,69,0.86000001,1.2463768,1.4492754,1.2898551
20433,230,230,260,Santa María Temaxcaltepec,29.68028,625,0.88461536,0.368,0.41600001,0.368
20434,1050,1079,1275,Santa María Teopoxco,36.21935,1561,0.82352942,0.67264575,0.81678408,0.69122356
20435,455,462,509,Santa María Tepantlali,23.84856,827,0.89390963,0.55018139,0.61547762,0.55864573
20436,16,16,37,Santa María Texcatitlán,32.24277,316,0.43243244,0.050632913,0.11708861,0.050632913
20437,566,582,665,Santa María Tlahuitoltepec,32.86983,3135,0.8511278,0.18054226,0.21212122,0.18564594
20438,211,212,242,Santa María Tlalixtac,29.32401,421,0.8719008,0.50118762,0.57482183,0.50356293
20439,1778,1836,2161,Santa María Tonameca,32.00449,6938,0.82276726,0.25626981,0.31147304,0.26462957
20440,130,131,169,Santa María Totolapilla,17.91777,160,0.76923078,0.8125,1.05625,0.81875002
20441,162,164,231,Santa María Xadani,20.81877,1445,0.70129871,0.11211073,0.15986159,0.11349481
20442,12,12,19,Santa María Yalina,8.99673,26,0.63157892,0.46153846,0.73076922,0.46153846
20443,19,19,29,Santa María Yavesía,8.9898,37,0.65517241,0.51351351,0.78378379,0.51351351
20444,8,8,12,Santa María Yolotepec,25.72637,129,0.66666669,0.062015504,0.093023255,0.062015504
20445,155,159,239,Santa María Yosoyúa,31.8306,513,0.64853555,0.30214426,0.46588695,0.30994153
20446,156,156,173,Santa María Yucuhiti,18.91232,1170,0.90173411,0.13333334,0.14786325,0.13333334
20447,805,876,1157,Santa María Zacatepec,22.80632,3112,0.6957649,0.25867608,0.37178662,0.28149101
20448,149,149,170,Santa María Zaniza,41.63713,852,0.87647057,0.17488264,0.19953051,0.17488264
20449,206,210,293,Santa María Zoquitlán,12.87847,382,0.70307165,0.539267,0.7670157,0.54973823
20450,1664,1664,1753,Santiago Amoltepec,34.80481,4434,0.9492299,0.3752819,0.39535409,0.3752819
20451,14,14,16,Santiago Apoala,32.7744,323,0.875,0.043343652,0.049535602,0.043343652
20452,146,219,259,Santiago Apóstol,14.3423,513,0.56370658,0.28460038,0.50487328,0.4269006
20453,114,129,190,Santiago Astata,14.24961,552,0.60000002,0.20652173,0.34420291,0.23369566
20454,485,494,584,Santiago Atitlán,32.89599,1057,0.83047944,0.45884579,0.5525071,0.46736047
20455,173,264,379,Santiago Ayuquililla,22.25466,613,0.45646438,0.28221861,0.61827081,0.43066883
20456,7,10,11,Santiago Cacaloxtepec,20.31732,307,0.63636363,0.022801302,0.035830621,0.03257329
