id_mun,cobertura_prog_hambre,cobertura_programas,cobertura_prog_hambre_y_leche
10021,0.81303114,1.0141643,0.82861191
10022,0.40179071,0.44599888,0.41522104
10023,0.19939241,0.2438481,0.21063291
10024,1.2337434,1.456942,1.28471
10025,0.36666667,0.43157893,0.37894738
10026,0.072844133,0.09105517,0.076057844
10027,0.21839081,0.272578,0.22003284
10028,0.66936302,0.81900913,0.69868553
10029,0.59708738,0.75242716,0.60194176
10030,0.28070176,0.34502923,0.28654972
10031,1.364532,1.4802955,1.3694581
10032,0.10560384,0.16682079,0.13371556
10033,0.71731448,0.86925793,0.74028271
10034,0.18915823,0.21645352,0.19335751
10035,0.17412935,0.23631841,0.19029851
10036,0.81355929,0.9171375,0.83239174
10037,0.21151936,0.23535253,0.22740814
10038,0.32025117,0.42464679,0.3532182
10039,0.29160839,0.32237762,0.30000001
11001,0.19172633,0.30986476,0.20912887
11002,0.48569593,0.77611703,0.55159116
11003,0.33627841,0.43798739,0.34548697
11004,0.46044889,0.54151231,0.46872959
11005,0.29753265,0.44396064,0.34317046
11006,0.34813926,0.47659063,0.34813926
11007,0.61759722,0.74013305,0.64293092
11008,0.30918685,0.37443033,0.31326458
11009,0.3655141,0.52733082,0.39255962
11010,0.32993889,0.43584523,0.35539714
11011,0.50519788,0.76746309,0.57395583
11012,0.43442991,0.52320868,0.45245606
11013,0.58461541,0.87599069,0.59720278
11014,0.58188504,0.70872325,0.59163326
11015,0.4526464,0.8016665,0.56824315
11016,0.31627908,0.41240311,0.3379845
11017,0.33102781,0.41336194,0.35084116
11018,0.30888429,0.39979339,0.32386363
11019,0.2314463,0.28665733,0.24364872
11020,0.7299062,0.90861142,0.81303048
11021,0.42321709,0.57522124,0.45288911
11022,0.26547176,0.33344606,0.26885357
11023,0.31344509,0.40227586,0.32600337
11024,0.20844686,0.47138965,0.25068119
11025,0.41395459,0.45235309,0.42004216
11026,0.41937211,0.63128793,0.4555833
11027,0.26035267,0.41171306,0.30942312
11028,0.57006919,0.8513841,0.63217992
11029,0.32380688,0.38263041,0.33046615
11030,0.40402085,0.46680471,0.40776116
11031,0.46779779,0.77614266,0.50796402
11032,0.17825405,0.21955045,0.18243596
11033,0.48657104,0.60254848,0.49671906
11034,0.16287878,0.1780303,0.16856061
11035,0.2741904,0.47968596,0.33267909
11036,0.23756906,0.32872927,0.2845304
11037,0.56264657,0.6499815,0.57764471
11038,0.53743762,0.58236271,0.54409319
11039,0.44477868,0.54146969,0.45853031
11040,0.4542914,0.65269458,0.46427146
11041,0.25787106,0.35472265,0.27766117
11042,0.34804681,0.51884359,0.36439511
11043,0.14613393,0.21309656,0.15575287
11044,0.34517202,0.41583425,0.35183129
11045,0.31999999,0.4271698,0.33132076
11046,0.66215932,0.83181912,0.68497783
12001,0.65185416,0.70292652,0.66504276
12002,0.28696826,0.31577763,0.29011929
12003,0.3034251,0.33508441,0.3070673
12004,0.10610195,0.11898264,0.10741185
12005,0.43433109,0.54673183,0.44899207
12006,0.33613184,0.36722636,0.34079602
12007,0.50672418,0.59248924,0.53057599
12008,0.48932847,0.52524728,0.49505466
12009,0.5682773,0.625,0.57773107
12010,0.18451577,0.19827354,0.1859545
12011,0.24073061,0.27835545,0.25051308
12012,0.39196619,0.41773346,0.39606926
12013,0.3144393,0.35353041,0.32347912
12014,0.33824033,0.39643958,0.35124958
12015,0.3309091,0.37558442,0.33922079
12016,0.17461351,0.19967453,0.17917006
12017,0.40661764,0.43235293,0.40919119
12018,0.28202868,0.3164278,0.28886437
12019,0.44647774,0.47870445,0.44890687
12020,0.32483476,0.34938622,0.32618374
12021,0.37296841,0.41851017,0.38284424
12022,0.29947269,0.3636454,0.315292
12023,0.25509635,0.30154839,0.26088893
12024,0.33856088,0.38053507,0.34501845
12025,0.2699984,0.28245249,0.27143541
12026,0.32005087,0.34760493,0.3217465
12027,0.43998972,0.51195067,0.45540991
12028,0.32367459,0.36340645,0.32800123
12029,0.60958612,0.69347447,0.62960541
12030,0.32458347,0.36293617,0.3374725
12031,0.30036408,0.33677185,0.30461165
12032,0.34287715,0.37159619,0.34725505
12033,0.52339065,0.6029588,0.53138745
12034,0.43447998,0.48882344,0.44103867
12035,0.91137636,1.0727527,0.94349927
12036,0.24450128,0.27365729,0.24936062
12037,0.42857143,0.51762521,0.44526902
12038,0.69365484,0.8007614,0.72554994
12039,0.29593477,0.33250958,0.30557272
12040,0.26150483,0.28497469,0.26472619
12041,0.21345685,0.23071672,0.21569966
12042,0.40181369,0.45441055,0.41154164
12043,0.42915088,0.46498108,0.43131423
12044,0.36398965,0.41450778,0.3740285
12045,0.48096794,0.54323089,0.48960105
12046,0.2375156,0.2672998,0.24349028
12047,0.32583547,0.37532133,0.32840616
12048,0.30263159,0.34452632,0.30989474
12049,0.60727274,0.74181819,0.68311691
12050,0.66022849,0.8005985,0.69749731
12051,0.29211289,0.31418234,0.29413894
12052,0.21350291,0.22732757,0.21536297
12053,0.30380687,0.33399919,0.31122652
12054,0.26729739,0.29329127,0.27073777
12055,0.46633479,0.52843195,0.4779501
12056,0.22467169,0.24754888,0.22996019
12057,0.33039352,0.37456459,0.33810124
12058,0.38913217,0.42997587,0.39681831
12059,0.44225764,0.48877683,0.44762525
12060,0.39396432,0.45240054,0.40301782
12061,0.15783702,0.19234014,0.16416399
12062,0.25430328,0.27356556,0.2555328
12063,0.33707514,0.36139694,0.34050515
12064,0.30419427,0.36865342,0.30419427
12065,0.18127115,0.21624671,0.18879278
12066,0.30220991,0.33029205,0.30621096
12067,0.31123701,0.3644948,0.32067987
12068,0.51317,0.56916559,0.52753729
12069,0.33554965,0.35859931,0.33621454
12070,0.38808289,0.49067357,0.39844561
12071,0.2856679,0.30891615,0.28722644
12072,0.35482013,0.37266186,0.35798562
12073,0.2129771,0.24064885,0.21736641
12074,0.28993398,0.31782177,0.30066007
12075,0.33199087,0.38957223,0.34450856
12076,0.37790504,0.39801559,0.37857094
12077,0.48013762,0.55239284,0.49171099
12078,0.37075654,0.40021825,0.37196895
12079,0.27370632,0.29012346,0.27659574
12080,0.29003021,0.336858,0.30161127
12081,0.1598023,0.17180513,0.16144976
13001,0.29340661,0.36117217,0.29853481
13002,0.44143087,0.64022869,0.4514001
13003,0.6218012,0.81003934,0.6887303
13004,0.66977614,0.76399255,0.68936568
13005,0.55220419,0.6403712,0.5986079
13006,0.32517648,0.40000001,0.34494117
13007,0.74010152,0.8680203,0.76751268
13008,0.28472021,0.39982605,0.32299218
13009,0.33696073,0.42363,0.36960745
13010,0.21139166,0.34174985,0.29066354
13011,0.25672644,0.32847533,0.27017936
13012,0.48994297,0.55779046,0.51095766
13013,0.49262995,0.68657875,0.60124129
13014,0.25393644,0.37417692,0.27139995
13015,0.46625221,0.65186501,0.5053286
13016,0.3197135,0.38254926,0.33501548
13017,0.17710997,0.24040921,0.1898977
13018,0.34754425,0.45225629,0.37197706
13019,0.22704881,0.35467979,0.24854456
13020,0.37546468,0.49070632,0.40892193
13021,1.1133858,1.431496,1.2362205
13022,0.57430732,0.75314862,0.62342572
13023,0.34608296,0.47419354,0.37465438
13024,0.77201706,0.92897725,0.81747156
13025,0.15209581,0.23763901,0.15876818
13026,0.38868833,0.51103091,0.39630967
13027,0.27406347,0.35327783,0.28342873
13028,0.51625282,0.6037578,0.52873462
13029,0.19403824,0.24746907,0.22328459
13030,0.30910692,0.48746151,0.32353717
13031,0.63733554,0.91858554,0.72368419
13032,0.4176749,0.50131512,0.43766439
13033,0.10309278,0.13659793,0.11340206
13034,0.21949829,0.29247433,0.2240593
13035,0.55353391,0.72988105,0.59692091
13036,0.46793762,0.54592723,0.49220103
13037,0.5374648,0.62985915,0.56
13038,0.89695209,1.2017417,1.0507983
13039,0.63100964,0.77403843,0.68028843
13040,0.20623632,0.28665209,0.23741794
13041,0.4778626,0.55877864,0.50473285
13042,0.4446215,0.49641433,0.45657369
13043,0.14530551,0.27496275,0.16989568
13044,0.19339623,0.30398324,0.21278825
13045,0.40830451,0.46943483,0.43367934
13046,0.24764121,0.39162466,0.25668862
13047,0.3504155,0.54847646,0.40720221
13048,0.94806081,1.1992515,1.0276706
13049,0.24592994,0.40478539,0.29205722
13050,0.43941247,0.57527542,0.47001225
13051,0.84710878,1.1705325,0.9888925
13052,0.335177,0.42957228,0.37647492
13053,0.47613713,0.60407799,0.48980507
13054,0.37873071,0.51903945,0.39005145
13055,0.20757738,0.31216648,0.22732124
13056,0.83173805,1.0035264,0.86196476
13057,0.3838163,0.49425915,0.40623292
13058,0.35971999,0.46903607,0.3801831
13059,0.41109446,0.50794601,0.43718141
13060,0.68881249,0.84956092,0.71095836
13061,0.60577321,0.82721651,0.68659794
13062,0.12225565,0.20026746,0.13016829
13063,0.28708246,0.37117496,0.3102079
13064,0.18288222,0.24652524,0.19751281
13065,0.67491752,0.85973597,0.77227724
13066,0.57631952,0.73466474,0.64621967
13067,0.42104217,0.53142405,0.47056484
13068,0.20890033,0.24531078,0.21257815
13069,0.56330818,0.82920259,0.7421875
13070,0.39866504,0.47936893,0.43992719
13071,0.35825107,0.45839211,0.38434416
13072,0.48727983,0.71037179,0.57925636
13073,0.32861701,0.4198918,0.33846581
13074,0.40491804,0.49125683,0.44590163
13075,0.49289772,0.65056819,0.59801137
13076,0.29909629,0.43760863,0.34028503
13077,0.38048404,0.52450186,0.40930471
13078,0.26275992,0.30286255,0.26492032
13079,0.30530304,0.35909089,0.31439394
13080,0.43690658,0.49601838,0.44287902
13081,0.22065902,0.46168086,0.32247317
13082,1.2023939,1.4439608,1.2959739
13083,0.43505535,0.56937271,0.49409595
13084,0.48938611,0.60470456,0.52983361
14001,0.23011844,0.24252678,0.23406656
14002,0.78500003,0.81999999,0.79250002
14003,0.60777956,0.67747164,0.61426258
14004,0.58644068,0.69491524,0.60000002
14005,0.41666666,0.66904759,0.54285717
14006,0.41379312,0.46064469,0.42278862
14007,0.66477275,0.85511363,0.74147725
14008,0.20200594,0.29255545,0.22630315
14009,0.68740743,0.75999999,0.69777775
14010,0.44296876,0.49453124,0.45156249
14011,0.20731707,0.2292683,0.20731707
14012,0.35531136,0.47252747,0.35531136
14013,0.22352941,0.29030207,0.23338632
14014,0.24680851,0.32340425,0.27872342
14015,0.67970568,0.84237027,0.7211464
14016,0.24956445,0.30727351,0.25479093
14017,0.10637149,0.11663067,0.10637149
14018,0.15783274,0.19169611,0.16048293
14019,0.30239233,0.3923445,0.31578946
14020,0.55345911,0.71967655,0.55615455
14021,0.64177853,0.72483224,0.65687919
14022,0.36957356,0.43180946,0.37725702
14023,1,1.1983181,1.0294324
14024,1.3795455,1.5556818,1.3977273
14025,0.63914371,0.74464834,0.64831805
14026,0.86062717,0.9372822,0.86062717
14027,0.16536167,0.22762863,0.16834451
14028,0.60509557,0.64968151,0.60509557
14029,0.11490978,0.1348528,0.11490978
14030,0.75280899,1.0119851,0.84269661
14031,0.13543788,0.17413442,0.13543788
14032,0.14487079,0.18480815,0.14487079
14033,0.2851474,0.31632653,0.28628117
14034,1.3076923,1.6923077,1.3589743
14035,0.17192148,0.20464009,0.17211977
14036,0.61181432,0.72995782,0.61181432
14037,0.10891089,0.1620162,0.12871288
14038,0.44086021,0.59677422,0.44623655
